Internal Accession Code,Specific Epiphet,Genus,Species,Author,Variety,Subspecies,Cultivar,Botanical Synonyms,Common Name,Pinyin (Plant Name),Mandarin (Plant Name),Pinyin (Medicinal Material),Pharmaceutical Name,MPNS Link,FOC Link,Kew POW Link,Mandarin (Medicinal Material),Plant Family,Plant Class,Aquatic or Terrestrial,Growth Habit,Deciduous/ Evergreen,Lifecycle,Plant Classification,Reproductive Morphology,Flowering Period,Fruiting Period,Habitat,Plant Origin (province/ region),Endemic,Range/ Distribution,Range in China,Worldwide Conservation Status (IUCN Red List),National Conservation Status (China),Protected Status,Invasive?,Invasive Range,,Pharmacopoeia or Substitute Species?,Plant Part Used,Medicinal Material,Harvesting Time,Primary Processing,Secondary Processing,Plant under Cultivation?,Cultivation Regions,Wild-Harvesting Regions,Production Regions,Harvesting Practice,Daodi Status,Daodi Regions,Taste,Energy Flow,Meridian,TCM Properties,Medicinal/ Pharmacological Properties,Indications,Toxicity,Secondary Metabolites,Folk Medicinal Uses,Other Cultural Uses,Ornamental,,IUCN Red List Link,Species+ Link
FRITHU-BUL-1,Fritillaria thunbergii Miq.,Fritillaria,thunbergii,Miq.,,,,,"Zhejiang Fritillary, Thunberg Fritillary",zhe bei mu,浙贝母,Zhe Bei Mu,Fritillariae Thunbergii Bulbus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=306913&query=Fritillaria+thunbergii+Miq.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027645,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:535342-1,浙貝母,Liliaceae,,Terrestrial,Herbaceous (bulb),,Perennial,Vascular,,,,,Kazakhstan,Yes (var. chekiangensis; not var. thunbergii),"China, Japan, Korea",,Not evaluated,"Endangered (var. thunbergii), vulnerable (var. chekiangensis)",,No,,,Pharmacopoeia,Bulb,Fritillariae Thunbergii Bulbus,,,,Yes,"Anhui, Hunan, Jiangsu, Zhejiang",,,Cultivated,Yes,Zhejiang,Bitter,Cold,"Lung, heart","Resolves phlegm, relieves cough, clears heat, disperses nodules",,"Cough, phlegm, sores, abscesses",Safety class 1,,,Official healthfood in China,,,,
FRIUNI-BUL-1,Fritillaria unibracteata P. K. Hsiao & K. C. Hsia,Fritillaria,unibracteata,P. K. Hsiao & K. C. Hsia,,,,,"Sichuan Fritillary, Tendrilleaf Fritillary",an zi bei mu,暗紫贝母,Chuan Bei Mu,Fritillariea Cirrhosae Bulbus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=306935&query=Fritillaria+unibracteata+P.+K.+Hsiao+%26+K.+C.+Hsia&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027647,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:535351-1,川貝母,Liliaceae,,Terrestrial,Herbaceous (bulb),,Perennial,Vascular,Monoecious,June,August,"Alpine scrub, grasslands, meadows, open forests on hillsides (3200-4700 m altitude)",China,"Yes (var. longinectarea, unibracteata)",China,"(West, Northwest China) Gansu, Qinghai, Sichuan",Not evaluated,"Endangered (var. unibracteata), critically endangered (var. longinectarea)",,No,,,Pharmacopoeia,Bulb,Fritillariea Cirrhosae Bulbus,,,,No,None,"Gansu, Qinghai, Sichuan",,Wild-harvested,Yes,Sichuan,"Bitter, sweet",Slightly cold,"Lung, heart","Clears heat, moistens lung, resolves phlegm, relieves cough, disperses nodules",,"Cough, phlegm, sores, abscesses",Safety class 1,,,Official healthfood in China,,,,
GARJAS-FRU-1,Gardenia jasminoides J. Ellis,Gardenia,jasminoides,J. Ellis,,,,"Gardenia grandiflora Lour., Gardenia jasminoides var. grandiflora (Lour.) Nakai",Cape Jasmin,zhi zi,栀子,Zhi Zi,Gardeniae Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=88270&query=Gardenia+jasminoides+J.+Ellis&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022091,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:751073-1,梔子,Rubiaceae,,Terrestrial,Shrub,Evergreen,Perennial,Vascular,Monoecious,March-July,May-February of following year,"Forests, scrub, fields, along streamsides (0-1500 m altitude)",,No,"China, Cambodia, India, Japan, North Korea, Laos, Nepal, Pakistan, Vietnam, Thailand","Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Sichuan, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,No,,,Pharmacopoeia,Fruit,Gardeniae Fructus,,,,Yes,"(Central, Eastern China) Fujian, Hubei, Hunan, Jiangxi, Zhejiang",,,Cultivated,,,Bitter,Cold,"Heart, lung, stomach, san jiao","Purge intense heat, clear toxins, cools blood, removes blood stasis","Anti-inflammatory, antioxidant, analgesic, antipyretic","Fever, toothache, epistaxis, irritability, insomnia, dysuria, traumatic injury",Safety class 1,,,"Official food and healthfood in China, ornamental",Y,,,
GASELA-RHI-1,Gastrodia elata Blume,Gastrodia,elata,Blume,,,,,Gastrodia,tian ma,天麻,Tian Ma,Gastrodiae Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=88817&query=Gastrodia+elata+Blume&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028680,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:635522-1,天麻,Orchidaceae,,Terrestrial,Herbaceous (saprophytic orchid),,Perennial,Vascular,,May-July,May-July,"Margins of evergreen forests, open forests, and thickets, on honey fungus fungal partner (Armillaria mellea) and deciduous tree host plants (400-3200 m altitude)",,No,"China, Japan, Bhutan, India, Korea, Nepal, Russia","Taiwan, Jiangxi, Zhejiang, Jiangsu, Anhui, Guangdong, Hunan, Hubei, Henan, Hebei, Shanxi, Shaanxi, Gansu, Inner Mongolia, Jilin, Liaoning, Sichuan, Guizhou, Yunnan, and Tibet",Vulnerable,Data deficient,,No,,,Pharmacopoeia,Rhizome (stem tuber),Gastrodiae Rhizoma,,,,Yes,"Sichuan, Guizhou",,,"Cultivated, wild-harvested",Yes,"Guizhou (Anshun, Bijie, Zuniy districts)",Sweet,"Warm, neutral",Liver,"Dispels pathogenic wind, relieves spasms, calms liver yang","Anti-tumor, antiviral, antioxidant, anti-aging","Spasms, tremors, hypertension, stroke, rheumatic arthralgia, dizzines, headache",Safety class 1,,,Official healthfood in China,,,,
GENRIG-RAD-1,Gentiana crassa subsp. rigescens (Franch. ex Hemsl.) Halda,Gentiana,crassa,(Franch. ex Hemsl.) Halda,,rigescens,,Gentiana rigescens,,dian long dan,滇龙胆草,Long Dan,Radix et Rhizoma Gentianae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2820298&query=Gentiana+crassa+subsp.+rigescens%C2%A0%28Franch.+ex+Hemsl.%29+Halda&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018064,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1000549-1,龍膽,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July-August,October-December,"Hillside grasslands, forests, valleys, scrub (1100-3000 m. altitude)",,Yes,"China, Myanmar, Vietnam","Hunan, Guangxi, Guizhou, Sichuan, Yunnan",Not evaluated,Least concern,,,,,Pharmacopoeia,"Rhizome, root",Radix et Rhizoma Gentianae,"Spring, autumn",Washed and dried,,,,,,,,,Bitter,Cold,"Gallbladder, liver, stomach","Clears fire in liver and gallbladder, drains damp-heat",,"Jaundice, diarrhea, headache, conjunctivitis",,"Gentiopicroside, gentianine",,,,,-,-
GENCRA-RAD-1,Gentiana crassicaulis Duthie ex Burkill,Gentiana,crassicaulis,Duthie ex Burkill,,,,,,cu jing qin jiao,粗茎秦艽,Qin Jiao,Gentianae Macrophyllae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2820299&query=Gentiana+crassicaulis+Duthie+ex+Burkill&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200017920,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368034-1,秦艽,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,June-October,June-October,Hillside meadows (2100-4500 m altitude),China,Yes,China,,Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Gentianae Macrophyllae Radix,,,,Yes,"Tibet, Yunnan, Sichuan, Guizhou, Qinghai, Gansu",,,Cultivated,,,"Pungent, bitter",Neutral,"Liver, stomach, gallbladder","Dispels wind and dampness, clears heat",,"Rheumatic arthralgia, stroke, hemiplegia, muscle contracture, arthralgia, jaundice",,,,,,,,
GENDAH-RAD-1,Gentiana dahurica Fisch.,Gentiana,dahurica,Fisch.,,,,,,da wu li qin jiao,达乌里秦艽,Qin Jiao,Gentianae Macrophyllae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2820341&query=Gentiana+dahurica+Fisch.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200017928,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368057-1,秦艽,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July-August,August-October,"Mountains, grasslands, thickets",,Yes (var. campanulata; not var. dahurica),"China, Mongolia","(North China, Northwest China)",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Gentianae Macrophyllae Radix,,,,,,,,,,,"Pungent, bitter",Neutral,"Liver, stomach, gallbladder","Dispels wind and dampness, clears heat",Anti-inflammatory,"Rheumatic arthralgia, stroke, hemiplegia, muscle contracture, arthralgia, jaundice",,,,Ornamental,Y,,,
,Gentiana loureiroi (G.Don) Griseb.,Gentiana,loureiroi,(G.Don) Griseb.,,,,,,,,Di Ding,,,,,地丁,Gentianaceae,,,,,,,,,,,,No,,,,Data deficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENMAC-RAD-1,Gentiana macrophylla Pall.,Gentiana,macrophylla,Pall.,,,,,Large Leaf Gentian,qin jiao,秦艽,Qin Jiao,Gentianae Macrophyllae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2820891&query=Gentiana+macrophylla+Pall.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018006,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368470-1,秦艽,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July-October,July-October,"River banks, hillsides, grassland, meadows, forests, and forest edges (400-2400 m altitude)",,No,"China, Russia, Mongolia","Xinjiang, Ningxia, Shaanxi, Shanxi, Hebei, Inner Mongolia; Northeast China",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Gentianae Macrophyllae Radix,,,,,,,,,,,"Pungent, bitter",Neutral,"Liver, stomach, gallbladder","Dispels wind and dampness, clears heat",Anti-inflammatory,"Rheumatic arthralgia, stroke, hemiplegia, muscle contracture, arthralgia, jaundice",,,,,P,,,
GENMAN-RAD-1,Gentiana manshurica Kitag.,Gentiana,manshurica,Kitag.,,,,,Chinese Gentian,tiao ye long dan,条叶龙胆,Long Dan Cao,Gentianae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2820919&query=Gentiana+manshurica+Kitag.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018011,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368483-1,龍膽草,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,August-November,,"Mountain slopes, grassland, roadsides (100-1100 m altitude)",,No,"China, Korea","Inner Mongolia, Heilongjiang, Jilin, Liaoning, Henan, Hubei, Hunan, Jiangxi, Anhui, Jiangsu, Zhejiang, Guangdong, Guangxi",Not evaluated,Endangered,,No,,,Pharmacopoeia,Root,Gentianae Radix,,,,,,,,,,,"Bitter, astringent",Cold,"Liver, gallbladder","Clears fire in liver and gallbladder, eliminates dampness and heat, invigorates the stomach",,"Jaundice, conjunctivitis, headache, deafness, sore throat, diarrhea, convulsion",,,,,,,,
GENSCA-RAD-1,Gentiana scabra Bunge,Gentiana,scabra,Bunge,,,,,Japanese Gentian,long dan,龙胆,Long Dan Cao,Gentianae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2821457&query=Gentiana+scabra+Bunge&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018072,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368876-1,龍膽草,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-November,May-November,"Hillsides, roadsides, wasteland, fields",,No,"China, Japan, Korea, Russia","Fujian, Anhui, Zhejiang, Jiangsu, Guangdong, Guangxi, Guizhou, Hunan, Hubei, Shaanxi, Inner Mongolia, Heilongjiang, Jilin, Liaoning",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Gentianae Radix,,,,,,,,,,,"Bitter, astringent",Cold,"Liver, gallbladder","Clears fire in liver and gallbladder, eliminates dampness and heat, invigorates the stomach","Anti-microbial, anti-inflammatory","Jaundice, conjunctivitis, headache, deafness, sore throat, diarrhea, convulsion",,,,Ornamental,Y,,,
GENSTR-RAD-1,Gentiana straminae Maxim.,Gentiana,straminae,Maxim.,,,,,,,,Qin Jiao,Gentianae Macrophyllae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2821603&query=Gentiana+straminae+Maxim.&filter=&fuzzy=true&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018093,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368966-1,秦艽,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July-October,July-October,"Alpine meadows, thickets, forests, dry rocky slopes, river banks",,,"China, Nepal","Tibet, Sichuan, Qinghai, Gansu, Ningxia, Western Hubei",Not evaluated,,,No,,,Pharmacopoeia,Root,Gentianae Macrophyllae Radix,,,,,,,,,,,"Pungent, bitter",Neutral,"Liver, stomach, gallbladder","Dispels wind and dampness, clears heat",Anti-inflammatory,"Rheumatic arthralgia, stroke, hemiplegia, muscle contracture, arthralgia, jaundice",,,,,,,,
GENTRI-RAD-1,Gentiana triflora Pall.,Gentiana,triflora,Pall.,,,,,Clustered Gentian,san hua long dan,三花龙胆,Long Dan Cao,Gentianae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2821721&query=Gentiana+triflora+Pall.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018118,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:369055-1,龍膽草,Gentianaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,August-September,September-October,"Forest margins, thickets, meadows, by roadsides",,No,"China, Russia, Korea, Japan, Mongolia","Heilongjiang, Jilin, Liaoning, Inner Mongolia",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Gentianae Radix,,,,,,,,,,,"Bitter, astringent",Cold,"Liver, gallbladder","Clears fire in liver and gallbladder, eliminates dampness and heat, invigorates the stomach",,"Jaundice, conjunctivitis, headache, deafness, sore throat, diarrhea, convulsion",,,,Ornamental,Y,,,
GERCAR-HER-1,Geranium carolinianum L.,Geranium,carolinianum,L.,,,,,"Carolina Cranesbill, Carolina Geranium",ye lao guan cao,野老鹳草,Lao Guan Cao,Herba Erodii,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2822997&query=Geranium+carolinianum%C2%A0L.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012384,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320496-2,老顴草,Geraniaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,April-July,May-September,"Barren slopes of plains and low mountains, wasteland (0-800 m. altitude)",,No,"USA, Canada, Mexico","(Naturalized) Anhui, Chongqing, Fujian, Guangxi, Hubei, Hunan, S Jiangsu, Jiangxi, Sichuan, Taiwan, Yunnan, Zhejiang",Not evaluated,,,Yes,"China, USA",,Pharmacopoeia,Aerial herb,Herba Erodii,"Summer, autumn",Bundled and sun-dried,,,,,,,,,"Acrid, bitter",Neutral,"Liver, kidney, spleen","Dispels wind-dampness, invigorates the blood, clears toxins",,"Rheumatism, spasms, numbness, pan-arthralgia, eczema",,"Geraniol, citronellol",,,,,-,-
GERWIL-HER-1,Geranium wilfordii Maxim.,Geranium,wilfordii,Maxim.,,,,Geranium chinense,Wilford's Geranium,lao guan cao,老鹳草,Lao Guan Cao,Herba Erodii,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2824280&query=Geranium+wilfordii%C2%A0Maxim.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012403,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373823-1,老顴草,Geraniaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,June-July,July-August,"Meadows, scrub, weedy areas (100-1800 m. altitude)",,No,"China, Japan, Korea, Russia","Anhui, Fujian, S Gansu, Guizhou, Hebei, S Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Jilin, Liaoning, E Inner Mongolia, S Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, E Yunnan, Zhejiang",Not evaluated,Least concern,,,,,Pharmacopoeia,Aerial herb,Herba Erodii,"Summer, autumn",Bundled and sun-dried,,,,,"Shandong, Hebei, Sichuan, Yunnan",,,,"Acrid, bitter",Neutral,"Liver, kidney, spleen","Dispels wind-dampness, invigorates the blood, clears toxins",,"Rheumatism, spasms, numbness, pan-arthralgia, eczema",,"Geraniol, citronellol",,,,,-,-
GINBIL-SEM-1,Ginkgo biloba L.,Ginkgo,biloba,L.,,,,,"Ginkgo, Maidenhair Tree",yin xing,银杏,Bai Guo,Ginkgo Semen,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=334053&query=Ginkgo+biloba+L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005235,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:262125-1,白果,Ginkgoaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,Dioecious,March-April,September-October,"Broad-leaved forests, valleys (300-1100 m. altitude)",China,Yes,China,Zhejiang,Endangered,Endangered,,No,,,Pharmacopoeia,Seed,Ginkgo Semen,,,,Yes,,,,Cultivated,,,"Sweet, bitter",Neutral,"Lung, kidney","Warms lungs, invigorates qi, relieves cough and asthma","Neuroprotective, anti-inflammatory, anti-ischemic","Asthma, chronic bronchitis, tubercolosis, spermatorrhea, leucorrhea",,,,"Healthfood, insecticide, ornamental",Y,,,
GINBIL-FOL-1,Ginkgo biloba L.,Ginkgo,biloba,L.,,,,,"Ginkgo, Maidenhair Tree",yin xing,银杏,Yin Xing Ye,Folium Ginkgo,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=334053&query=Ginkgo+biloba+L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005235,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:262125-1,銀杏葉,Ginkgoaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,Dioecious,March-April,September-October,"Broad-leaved forests, valleys (300-1100 m. altitude)",China,Yes,China,Zhejiang,Endangered,Endangered,,No,,,Pharmacopoeia,Leaf,Folium Ginkgo,Autumn,Dried,,Yes,"Jiangxi, Sichuan, Hubei, Jiangsu, Shandong",,"Jiangxi, Sichuan, Hubei, Jiangsu, Shandong",Cultivated,,,"Sweet, bitter",Neutral,"Heart, lung","Astringes the lungs, invigorates the blood, transforms phlegm",,"Cough, chest pain",,"Ginkgol, bilobol,",,"Ornamental, timber, pesticide, edible seeds",Y,,https://www.iucnredlist.org/species/32353/9700472,-
GLESIN-SPI-1,Gleditsia sinensis Lam.,Gleditsia,sinensis,Lam.,,,,,"Chinese Honey Locust, Black Locust",zao jia,皂荚,Zao Jiao Ci,Gleditsiae Spina,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2826507&query=Gleditsia+sinensis+Lam.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012140,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496614-1,皂角刺,Fabaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,Monoecious,March-May,May-December,,China,Yes,China,"Hebei, Shandong, Henan, Shanxi, Shaanxi, Gansu, Jiangsu, Anhui, Zhejiang, Jiangxi, Hunan, Hubei, Fujian, Hainan, Guangdong, Guangxi, Sichuan, Guizhou, Yunnan",Least concern,Least concern,,No,,,Pharmacopoeia,Spines,Gleditsiae Spina,,,,,,,,,,,"Pungent, salty",Warm,"Liver, stomach","Relieves swelling, clears toxins, kills insects","Anti-inflammatory, anti-allergic, anti-tumor, antibacterial, anti-fungal","Carbuncle, sores",,,,"Detergent, ornamental",Y,,,
GLESIN-FRU-1,Gleditsia sinensis Lam.,Gleditsia,sinensis,Lam.,,,,Gleditsia horrida,"Chinese Honey Locust, Black Locust",zao jia,皂荚,Da Zao Jiao; Zao Jiao,Fructus Gleditsiae Sinensis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2826507&query=Gleditsia+sinensis+Lam.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012140,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496614-1,皂角,Fabaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,Dioecious,March-May,May-December,"Mountain slopes, valleys, forests, besides roads and streams (200-2500 m. altitude)",,Yes,China,An,Least concern,Least concern,,,,,Pharmacopoeia,Fruit,Fructus Gleditsiae Sinensis,,,,,,,"Henan, Jiangsu, Hubei, Guangxi",,,,Acrid,Warm,"Lung, large intestine","Dispels phlegm, reduces swelling, unblocks bowels",,"Bronchitis, asthma, roundworms",Slightly toxic,Gledinin,,,,,https://www.iucnredlist.org/species/147635894/147635896,-
GLELIT-RAD-1,Glehnia littoralis (A. Gray) F. Schmidt. ex Miq.,Glehnia,littoralis,(A. Gray) F. Schmidt. ex Miq.,,,,Cymopterus littoralis A. Gray,"Glehnia, Beach Silvertop",shan hu cai,珊瑚菜,(Bei) Sha Shen,Glehniae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2826526&query=Glehnia+littoralis&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015556,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:842779-1,沙參,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,"June, July, August","June, July, August",Sandy shores and beaches (50-100 m altitude),,No,"China, Japan, Korea, Russia, Vietnam, Canada","(Eastern China) Fujian, Guangdong, Hebei, Jiangsu, Liaoning, Shandong, Taiwan, Zhejiang",Not evaluated,Critically endangered,Category II (SEPA),No,,,Pharmacopoeia,Root,Glehniae Radix,,,,Yes,"(North, East China) Hebei, Inner Mongolia, Liaoning",,,"Cultivated, wild-harvested",Yes,Shandong (Laiyang district),"Sweet, bitter",Slightly cold,"Lung, stomach","Nourishes yin, clears lungs, generates fluids, tonifies stomach and liver","Antibacterial, antifungal, antioxidant, anti-tumor","Cough, phlegm, dry throat, thirst, constipation, reflux",Safety class 1,,,Official healthfood in China,,,,
GLYMAX-SEM-1,Glycine max (L.) Merr.,Glycine,max,(L.) Merr.,,,,Phaseolus max L.,Soybean,da dou,大豆,Dan Dou Shi/Chi,Sojae Semen Praeparatum,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827366&query=Glycine+max+%28L.%29+Merr.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323602,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60450240-2,淡豆豉,Fabaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,,,Hillsides,China,,"China, Japan, Korea, Laos, Thailand, Vietnam",,Not evaluated,,,No,,,Pharmacopoeia,Seed,Sojae Semen Praeparatum,,,,Yes,,,,Cultivated,,,Sweet,Neutral,,"Clears heat and dampness, relieves exterior symptoms",,"Fever, measles, chest tightness, joint pain, edema ",,,,"Food and healthfood, oil",,,,
GLYMAX-SEM-2,Glycine max (L.) Merr.,Glycine,max,(L.) Merr.,,,,Phaseolus max,Soybean,da dou,大豆,Da Dou Huang Juan,Semen Sojae Germinatum,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827366&query=Glycine+max+%28L.%29+Merr.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323602,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60450240-2,大豆黄卷,Fabaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,June-July,July-September,Cultivated,China,No,"China, Japan, Korea, Laos, Thailand, Vietnam",Cultivated throughout China,Not evaluated,,,No,,,Pharmacopoeia,Seed,Semen Sojae Germinatum,"Summer, autumn",Sprouted and sun-dried,,Yes,,,,Cultivated,,,Sweet,Neutral,Stomach,"Releases the exterior, clears damp-heat",,"Loose stools, body aches",,"Daidzin, daidzein",,Food,,,-,-
GLYMAX-SEM-3,Glycine max (L.) Merr.,Glycine,max,(L.) Merr.,,,,Phaseolus max,Soybean,da dou,大豆,Hei Dou,Semen Sojae Nigrum,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827366&query=Glycine+max+%28L.%29+Merr.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323602,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60450240-2,黑豆,Fabaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,June-July,July-September,Cultivated,China,No,"China, Japan, Korea, Laos, Thailand, Vietnam",Cultivated throughout China,Not evaluated,,,No,,,Pharmacopoeia,Seed,Semen Sojae Nigrum,"Summer, autumn",,,Yes,,,,Cultivated,,,Sweet,Neutral,,"Tonifies kidneys, clears heat, nourishes the blood",,,Health food,"Daidzin, daidzein",,Food,,,-,-
