Internal Accession Code,Specific Epiphet,Genus,Species,Author,Variety,Subspecies,Cultivar,Botanical Synonyms,Common Name,Pinyin (Plant Name),Mandarin (Plant Name),Pinyin (Medicinal Material),Pharmaceutical Name,MPNS Link,FOC Link,Kew POW Link,Mandarin (Medicinal Material),Plant Family,Plant Class,Aquatic or Terrestrial,Growth Habit,Deciduous/ Evergreen,Lifecycle,Plant Classification,Reproductive Morphology,Flowering Period,Fruiting Period,Habitat,Plant Origin (province/ region),Endemic,Range/ Distribution,Range in China,Worldwide Conservation Status (IUCN Red List),National Conservation Status (China),Protected Status,Invasive?,Invasive Range,,Pharmacopoeia or Substitute Species?,Plant Part Used,Medicinal Material,Harvesting Time,Primary Processing,Secondary Processing,Plant under Cultivation?,Cultivation Regions,Wild-Harvesting Regions,Production Regions,Harvesting Practice,Daodi Status,Daodi Regions,Taste,Energy Flow,Meridian,TCM Properties,Medicinal/ Pharmacological Properties,Indications,Toxicity,Secondary Metabolites,Folk Medicinal Uses,Other Cultural Uses,Ornamental,,IUCN Red List Link,Species+ Link
SCHCHI-FRU-1,Schisandra chinensis (Turcz.) Baill.,Schisandra,chinensis,(Turcz.) Baill.,,,,,"Schisandra, Chinese Magnolia Vine", wu wei zi,五味子,Wu Wei Zi,Schisandrae Chinensis Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=381262&query=Schisandra+chinensis+%28Turcz.%29+Baill.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008486,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456331-2,五味子,Schisandraceae,,Terrestrial,Woody vine,Deciduous,Perennial,Vascular,Dioecious,May-July,July-October,"Deciduous and mixed forests in mountain valleys, and along river-sides (1200-1700 m altitude)",China,No,"China, Korea, Japan, Russia","(North, Northeast China) Hebei, Heilongjiang, Hubei, Hunan, Jiangxi, Jilin, Liaoning, Inner Mongolia, Shanxi, Sichuan",Not evaluated,Least concern,,No,,,Pharmacopoeia,Fruit,Schisandrae Chinensis Fructus,,,,Yes,"Jilin, Liaoning","Hebei, Heilongjiang, Jilin, Liaoning, Inner Mongolia, Shanxi",,"Cultivated, wild-harvested",Yes,"Jilin, Liaoning","Sour, sweet",Warm,"Kidney, lung, heart","Astringes, tonifies qi, generates fluids, calms the shen","Antioxidant, anti-inflammatory","Chronic cough, asthma, spermatorrhea, leucorrhea, enuresis, long-term diarrhea, night sweats, palpitations, insomnia",Safety class 1,,,"Official healthfood in China, ornamental",Y,,,
,Schisandra sphenanthera Rehder & E. H. Wilson,Schisandra,sphenanthera,Rehder & E. H. Wilson,,,,,"Schisandra, Southern Schisandra, Southern Magnolia Vine",hua zhong wu wei zi,华中五味子,Wu Wei Zi,Schisandrae Chinensis Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=381245&query=Schisandra+sphenanthera+Rehder+%26+E.+H.+Wilson&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008489,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:555104-1,五味子,Schisandraceae,,Terrestrial,Woody vine,Deciduous,Perennial,Vascular,Dioecious,April-July,July-September,Forests and thickets (between 700-2000 m altitude),China,No,China,"Anhui, Gansu, Guizhou, Henan, Hubei, Hunan, Jiangsu, Shaanxi, Shanxi, Sichuan, Northeast Yunnan, Zhejiang",Not evaluated,Least concern,,No,,,Substitute,Fruit,Schisandrae Chinensis Fructus,,,,No,None,"Henan, Shaanxi, Gansu",,Wild-harvested,,,"Sour, sweet",Warm,"Kidney, lung, heart","Astringes, tonifies qi, generates fluids, calms the shen",,"Chronic cough, asthma, spermatorrhea, leucorrhea, enuresis, long-term diarrhea, night sweats, palpitations, insomnia",Safety class 1,,,Official healthfood in China,P,,,
SCHSPH-FRU-1,Schisandra sphenanthera Rehder & E. H. Wilson,Schisandra,sphenanthera,Rehder & E. H. Wilson,,,,,"Schisandra, Southern Schisandra, Southern Magnolia Vine",hua zhong wu wei zi,华中五味子,Nan Wu Wei Zi,Schisandrae Sphenantherae Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=381245&query=Schisandra+sphenanthera+Rehder+%26+E.+H.+Wilson&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008489,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:555104-1,南五味子,Schisandraceae,,Terrestrial,Woody vine,Deciduous,Perennial,Vascular,Dioecious,April-July,July-September,Forests and thickets (between 700-2000 m altitude),China,No,China,"Anhui, Gansu, Guizhou, Henan, Hubei, Hunan, Jiangsu, Shaanxi, Shanxi, Sichuan, Northeast Yunnan, Zhejiang",Not evaluated,Least concern,,No,,,Pharmacopoeia,Fruit,Schisandrae Sphenantherae Fructus,,,,No,None,"Henan, Shaanxi, Gansu",,Wild-harvested,,,"Sour, sweet",Warm,"Kidney, lung, heart","Astringes, tonifies qi, generates fluids, calms the shen",,"Chronic cough, asthma, spermatorrhea, leucorrhea, enuresis, long-term diarrhea, night sweats, palpitations, insomnia",Safety class 1,,,Official healthfood in China,P,,,
SCLDIFF-HER-1,Scleromitrion diffusum (Willd.) R. J. Wang,Scleromitrion,diffusum,(Willd.) R. J. Wang,,,,"Hedyotis diffusa Willd., Oldenlandia diffusa (Willd.) Roxb.",Snake-Needle Grass,bai hua she er cao,白花蛇耳草,Bai Hua She She Cao,Herba Hedyotis Diffusae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=497684&query=Scleromitrion+diffusum&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022104,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144472-1,白花蛇舌草,Rubiaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,(Spring),,"Paddy fields, ridges of farmland, humid open fields",,No,"China, India, Bangladesh, Borneo, Cambodia, Japan, Korea, Malaysia, Myanmar, Nepal, Philippines, Thailand, VIetnam","Guangdong, Hong Kong, Guangxi, Hainan, Anhui, Yunnan",Least concern,Least concern,,No,,,Pharmacopoeia,Whole plant,Herba Hedyotis Diffusae,,,,,,,,,,,"Sweet, bland",Slightly cold,,"Clears heat, eliminates toxins, promotes diuresis, promotes blood circulation","Anti-cancer, anti-inflammatory, antioxidant, neuroprotective","Asthma, coughing, pharyingitis, appendicitis, dysentery, hepatitis, urinary tract infection, bronchitis",,,,,,,,
SCRNIN-RAD-1,Scrophularia ningpoensis Hemsl.,Scrophularia,ningpoensis,Hemsl.,,,,,"Scrophularia, Figwort, Chinese Figwort",xuan shen,玄参,Xuan Shen,Scropulariae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2587380&query=Scrophularia+ningpoensis+Hemsl.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200021267,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:809386-1,玄參,Scrophulariaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,June-October,September-November,"Bamboo forests, tall grassland, thickets, and streamsides (up to 1700 m altitude)",China,Yes,"China, Vietnam","(Central, South China) Anhui, Fujian, Guangdong, Guizhou, Hebei, Henan, Jiangsu, Jiangxi, Shaanxi, Shanxi, Sichuan, Zhejiang",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Scropulariae Radix,,,,Yes,"Zhejiang, Sichuan, Shaanxi, Hubei, Jiangxi",,,Cultivated,Yes,Zhejiang,"Bitter, salty",Cold,"Lung, stomach, kidney","Tonifies yin, clears heat, cools blood, eliminates toxins","Anti-inflammatory, immunomodulatory","Fever, thirst, tonsillitis, constipation, sore throat, nodules, carbuncles, purpura, sores and abscesses",,,,Official healthfood in China,,,,
SCUBAI-RAD-1,Scutellaria baicalensis Georgi,Scutellaria,baicalensis,Georgi,,,,Scutellaria macrantha Fish. ex Rchb.,"Baical Skullcap, Baikal Skullcap, Chinese Skullcap",huang qin,黄芩,Huang Qin,Scutellariae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=188938&query=Scutellaria+baicalensis+Georgi&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020285,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:458155-1,黃芩,Lamiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July-August,August-September,Grassland and disturbed places (100-2000 m altitude),,No,"China, Japan, Korea, Mongolia, Russia, Vietnam","(Central, North China) Gansu, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Liaoning, Inner Mongolia, Shaanxi, Shandong, Shanxi",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Scutellariae Radix,,,,Yes,"Shanxi, Hebei, Inner Mongolia, Liaoning",,,Cultivated,,,Bitter,Cold,"Lung, gallbladder, large intestine, stomach","Clears dampness and heat, purges pathogenic fire, eliminates toxins, stops bleeding",Anti-inflammatory,"Fever, cough, abdominal distension, diarrhea, jaundice, pneumonia, ulcers, hematemesis, dysuria, hypertension, miscarriage",Safety class 1,,,Ornamental,Y,,,
SCUBAR-HER-1,Scutellaria barbata D.Don,Scutellaria,barbata,D.Don,,,,,Barbat Skullcap,ban zhi lian,半枝莲,Ban Zhi Lian,Scutellariae Barbatae Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=188943&query=Scutellaria+barbata+D.Don&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020287,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:458159-1,,Lamiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,April-July,April-July,,,No,"China, Bangladesh, Japan, Korea, Laos, Myanmar, Nepal, Thailand, Vietnam","Guangdong, Hong Kong, Taiwan, Fujian, Jiangxi, Zhejiang, Jiangsu, Hunan, Hubei, Henan, Shandong, Hebei, Shaanxi, Guangxi, Guizhou, Yunnan, Sichuan",Not evaluated,Least concern,,No,,,Pharmacopoeia,Aerial herb,Scutellariae Barbatae Herba,,,,,,,,,,,Bitter,Slightly cold,,"Clears heat, eliminates toxins, relieves swelling and pain, promotes blood circulation, removes blood stasis",,"Tumors, appendicitis, hepatitis, cirrhosis, ascites, lung abscess, mastitis, carbuncles",,,,,,,,
,Scutellaria rehderiana Diels,Scutellaria,rehderiana,Diels,,,,,,gan su huang qin,甘肃黄芩,Huang Qin,Scutellariae Radix,,,,黃芩,Lamiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,,,Open grassland (between 1300-3200 m altitude),China,Yes,China,"(North, West China) Gansu, Shaanxi, Shanxi",Not evaluated,Least concern,,No,,,Substitute,Root,Scutellariae Radix,,,,,,,,,,,Bitter,Cold,"Lung, gallbladder, large intestine, stomach","Clears dampness and heat, purges pathogenic fire, eliminates toxins, stops bleeding",,"Fever, cough, abdominal distension, diarrhea, jaundice, pneumonia, ulcers, hematemesis, dysuria, hypertension, miscarriage",,,,,,,,
SELDOE-HER-1,Selaginella doederleinii Hieron.,Selaginella,doederleinii,Hieron.,,,,,,shen lü juan bai,深绿卷柏,Shi Shang Bai,Selaginellae Doederleinii Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2932585&query=Selaginella+doederleinii+Hieron.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200002786,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77052559-1,,Selaginellaceae,,Terrestrial,Herbaceous,Evergreen,Perennial,Vascular,,,,Humid undergrowth of valleys (100-950 m altitude),,No,"China,  Cambodia, Japan, Laos, Vietnam","Hong Kong, Hainan, Guangdong, Guangxi, Yunnan, Hunan, Jiangxi, Zhejiang, Guizhou, Sichuan, Fujian, Taiwan",Not evaluated,Least concern,,No,,,Pharmacopoeia,Aerial herb,Selaginellae Doederleinii Herba,,,,,,,,,,,"Sweet, bitter",Neutral,"Liver, lung","Clears heat, eliminates toxins, inhibits cancer, stops bleeding",,"Cancer, pneumonia, hepatitis, acute tonsillitis, conjunctivitis",,,,,,,,
SELPUL-HER-1,Selaginella pulvinata (Hook. & Grev.) Maxim.,Selaginella,pulvinata,(Hook. & Grev.) Maxim.,,,,,Spikemoss,dian zhuang juan bai,垫状卷柏,Juan Bai,Selaginellae Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2902286&query=Selaginella+pulvinata+%28Hook.+%26+Grev.%29+Maxim.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200002811,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77186579-1,,Selaginellaceae,,Terrestrial,Herbaceous,Evergreen,Perennial,Vascular,,,,Moist rocks of mountains regions,,No,"China, Nepal, Thailand, Vietnam",,Not evaluated,Near threatened,,No,,,Pharmacopoeia,Whole plant,Selaginellae Herba,,,,,,,,,,,Pungent,Neutral,"Heart, liver",Promotes blood circulation and menstruation,,"Amenorrhea, uterine bleeding, hematochezia",,,,,,,,
SELTAM-HER-1,Selaginella tamariscina (P.Beauv.) Spring,Selaginella,tamariscina,(P.Beauv.) Spring,,,,,Spikemoss,juan bai,卷柏,Juan Bai,Selaginellae Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2902290&query=Selaginella+tamariscina+%28P.Beauv.%29+Spring&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200002825,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60467461-2,,Selaginellaceae,,Terrestrial,Herbaceous,Evergreen,Perennial,Vascular,,,,Moist rocks of mountains regions,,No,"China, India, Japan, Korea, Philippines, Russia, Thailand, Vietnam","Liaoning, Hebei, Shandong, Gansu, Anhui, Sichuan, Jiangxi, Jiangsu, Zhejiang, Fujian, Taiwan, Guangdong, Hong Kong",Not evaluated,Least concern,,No,,,Pharmacopoeia,Whole plant,Selaginellae Herba,,,,,,,,,,,Pungent,Neutral,"Heart, liver",Promotes blood circulation and menstruation,,"Amenorrhea, uterine bleeding, hematochezia",,,,,,,,
SELUND-FLO-1,Selenicereus undatus (Haw.) D.R.Hunt,Selenicereus,undatus,(Haw.) D.R.Hunt,,,,Hylocereus undatus (Haw.) Britton & Rose,Night-Blooming Cereus,liang tian chi,量天尺,Ba Wang Hua,Hylereus Undatus Flos,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=3016262&query=Selenicereus+undatus+%28Haw.%29+D.R.Hunt&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242413402,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77163184-1,,Cactaceae,,,,,,,,,,,,No,,,,,,,,,,Flower,Hylereus Undatus Flos,,,,,,,,,,,,,,,,,,,,,,,,
SENCAT-CAT-1,Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.,Senegalia,catechu,(L.f.) P.J.H.Hurter & Mabb.,,,,Acacia catechu (L.f.) Willd.,"Black Catechu, Cutch Tree",er cha,儿茶,Hai Er Cha,Catechu,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2608728&query=Senegalia+catechu+%28L.f.%29+P.J.H.Hurter+%26+Mabb.&filter=&fuzzy=false&nameType=all&dbs=wcs,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77089268-1,孩兒茶,Fabaceae,,,,,,,,,,,,No,,,,Least concern,,,,,Pharmacopoeia,"Branch, stem",Catechu,,,,,,,,,,,,,,,,,,,,,,,,
SENALE-FOL-1,Senna alexandrina Mill.,Senna,alexandrina,Mill.,,,,Cassia alexandrina,Alexandrian Senna,ya li shan da fan xie ye,,Fan Xie Ye,Folium Sennae,,,,番瀉葉,Fabaceae,,Terrestrial,Shrub,Evergreen,Perennial,Vascular,Monoecious,,,,,No,"Algeria, Chad, Egypt, Ethiopia, India, Kenya, Mali, Niger, Pakistan, Palestine, Saudi Arabia, Somalia, Sri Lanka, Sudan, Yemen",,Least concern,,,No,,,Pharmacopoeia,Leaf,Folium Sennae,,Dried in the shade or under low heat,,,,,Egypt,,,,"Sweet, bitter",Cold,Large intestine,"Clears heat, drains downward, frees stools",,Constipation,,,,,,,,
SENOBT-SEM-1,Senna obtusifolia (L.) H.S.Irwin & Barneby,Senna,obtusifolia,(L.) H.S.Irwin & Barneby,,,,Cassia obtusifolia,"Chinese Senna, Sicklepod",,,Jue Ming Zi,Semen Cassiae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2490482&query=Senna+obtusifolia%C2%A0%28L.%29+H.S.Irwin+%26+Barneby&filter=&fuzzy=false&nameType=all&dbs=wcs,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234560-2,決明子,Fabaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,,,,,No,,,Least concern,,,Yes,,,Pharmacopoeia,Seed,Semen Cassiae,Autumn,Sun-dried,,Yes,"Jiangsu, Anhui, Sichuan",,"Jiangsu, Anhui, Sichuan",Cultivated,,,"Sweet, bitter, salty",Slightly cold,"Liver, large intestine, kidney","Clears the liver and eyes, moistens the intestines, frees the stool",,"Red eyes, blurred vision, visual problems, headache",,"Obtusifolin, obtusin",,Meat substitute,,,https://www.iucnredlist.org/species/19375580/122395452,-
SENTOR-SEM-1,Senna tora (L.) Roxb,Senna,tora,(L.) Roxb.,,,,Cassia tora L.,"Sickle Senna, Sicklepod Senna",jue ming,决明,Jue Ming Zi,Cassiae Semen,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2492022&query=Senna+tora+%28L.%29+Roxb&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242348621,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518369-1,決明子,Fabaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,August-November,August-November,"Hillsides, beaches, wasteland",,No,"Belize, El Salvador",Cultivated,Not evaluated,,,Yes,,,Pharmacopoeia,Seed,Cassiae Semen,,,,Yes,,,,Cultivated,,,Bitter,Cold,"Liver, kidney, large intestine","Clears the liver, strengthens the stomach, relieves constipation, expels toxins","Antimicrobial, analgesic","Conjunctivitis, dizziness, dyspepsia, stomachache, abdominal pain, dysentery, constipation",,,,"Vegetable, pesticide, tea",,,,
SESIND-SEM-1,Sesamum indicum L. (black-seeded cultivar),Sesamum,indicum,L.,,,(black-seeded cultivar),Sesamum orientale L.,Sesame,zhi ma,芝麻,Hei Zhi Ma,Sesami Semen Nigrum,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2588550&query=Sesamum+indicum+L.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200021445,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:675971-1,黑芝麻,Pedaliaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,"(Late summer, early autumn)",,,,No,India,Introduced,Not evaluated,,,No,,,Pharmacopoeia,Seed,Sesami Semen Nigrum,,,,Yes,,None,,Cultivated,No,None,Sweet,Neutral,"Liver, kidney","Tonifies yin, jing, and blood, moistens intestines, promotes lactation","Anti-bacterial, anti-fungal, anti-inflammatory","Dizziness, blurred vision, anemia, tinnitus, problem with lactation, constipation",Safety class A,,,"Food, Chinese ink",,,,
SETITA-FRU-1,Setaria italica (L.) P.Beauv.,Setaria,italica,(L.) P.Beauv.,,,,Panicum italicum,Foxtail Millet,liang,粱,Gu Ya,Fructus Setariae Germinatus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=442451&query=Setaria+italica%C2%A0%28L.%29+P.Beauv.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200026272,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1207294-2,穀芽,Poaceae,,Terrestrial,Grass,,Annual,Vascular,,May-November,May-November,Cultivated,,No,China (cultivated worldwide),"Anhui, Beijing, Fujian, Guangdong, Guizhou, Hainan, Heilongjiang, Henan, Hubei, Jiangxi, Inner Mongolia, Ningxia, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Xinjiang, Tibet, Yunnan, Zhejiang",Not evaluated,,,Yes,USA,,Pharmacopoeia,Fruit,Fructus Setariae Germinatus,,"Millet grains are sifted and soaked in water. They are covered and kept moist to facilitate germination. When the sprouting rootlets reach 6 mm, they are sun-dried.",,Yes,Regions of the central and upper Yellow River,,Regions of the central and upper Yellow River,Cultivated,,,Sweet,Warm,"Spleen, stomach","Helps digestion, strengthens the stomach, invigorates the spleen",,"Abdominal distension, indigestion",,,,Grain,,,-,-
SIGGLA-HER-1,Sigesbeckia glabrescens (Makino) Makino,Sigesbeckia,glabrescens,(Makino) Makino,,,,Sigesbeckia orientalis var. glabrescens,,mao geng xi xian,毛梗豨莶,Xi Xian Cao,Herba Siegesbeckiae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2901877&query=Sigesbeckia+glabrescens%C2%A0%28Makino%29+Makino&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242414357,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249096-1,稀薟草,Asteraceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,April-September,June-September,"Hillside thickets, fields, besides roads (300-2500 m. altitude)",,No,"China, Japan, Korea","Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Liaoning, Sichuan, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,,,,Pharmacopoeia,Aerial herb,Herba Siegesbeckiae,"Summer, autumn",Impurities removed and sun-dried,,,,,Regions south of the Yangtze River,,,,Bitter,Cold,"Kidney, liver","Dispels wind-dampness, resolves toxins, unblocks the channels, calms the spirit",,"Rheumatic joint pain, hemiplegia, numbness of limbs",,"Darutigenol, darutoside",,,,,-,-
SIGORI-HER-1,Sigesbeckia orientalis L.,Sigesbeckia,orientalis,L.,,,,,Common St. Paul's Wort,xi xian,豨莶,Xi Xian Cao,Siegesbeckiae Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2901884&query=Sigesbeckia+orientalis+L.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=220012545,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249084-1,稀薟草,Asteraceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,April-September,June-November,"Grassland, scrub, forests, forest margins (100-3400 m altitude)",,No,"China, Bhutan, India, Japan, Korea, Laos, Malesia, Nepal, Russia, Thailand, Vietnam; Africa, Tropical America, Australia","Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jiangxi, Jilin, Liaoning, Shaanxi, Sichuan, Taiwan, TIbet, Yunnan, Zhejiang",Not evaluated,Least concern,,Yes,,,Pharmacopoeia,Aerial herb,Siegesbeckiae Herba,,,,No,None,,,Wild-harvested,,,"Pungent, bitter",Cold,"Kidney, liver","Dispels wind damp, unblocks collaterals, clears heat, eliminates toxins","Antimicrobial, antioxidant, anti-inflammatory","Musculoskeletal pain, hemiplegia, spasms, hypertension, neurasthenia, malaria, rashes, itchy skin",,,,,,,,
SIGPUB-HER-1,Sigesbeckia pubescens (Makino) Makino,Sigesbeckia,pubescens,(Makino) Makino,,,,Sigesbeckia orientalis var. pubescens,,xian geng xi xian,腺梗豨莶,Xi Xian Cao,Herba Siegesbeckiae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2901905&query=Sigesbeckia+pubescens%C2%A0%28Makino%29+Makino&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250097973,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249098-1,稀薟草,Asteraceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,May-August,June-October,"Grassland, thickets, forest margins (up to 3400 m. altitude)",,No,"China, India, Japan, Korea","Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Henan, Hubei, Hunan, Jilin, Liaoning, Jiangsu, Jiangxi, Inner Mongolia, Shaanxi, Sichuan, Taiwan, Tibet, Yunnan, Zhejiang",Not evaluated,Least concern,,,,,Pharmacopoeia,Aerial herb,Herba Siegesbeckiae,"Summer, autumn",Impurities removed and sun-dried,,,,,Regions south of the Yangtze River,,,,Bitter,Cold,"Kidney, liver","Dispels wind-dampness, resolves toxins, unblocks the channels, calms the spirit",,"Rheumatic joint pain, hemiplegia, numbness of limbs",,,,,,,-,-
